e3a5f444-2fe3-4ac5-870e-d053141273b5,Olivas-Valverde e Hijos
90a0c3c6-b801-4b0d-a4ac-538f739076cb,Narváez-Carrero y Asociados
2fd92b18-b0ce-4e8f-aaec-b3110dadc507,"Despacho Calderón, Canales y Gracia"
fb444942-2583-4777-8106-81d4b6577a34,"Grupo Gaytán, Maldonado y Madera"
d504aa07-d397-4d89-bd75-3f1a20dc7585,"Industrias Campos, Burgos y Urrutia"
20fd2caf-7bdc-4bd0-b18c-6c8e831d95e9,Montemayor y Cepeda S.A. de C.V.
797e34d0-02cc-41fa-966b-43876f652b67,Corporacin Reyes y Meza
88a05760-5dc1-4bc1-8ccf-94533fbaae3f,Ocampo y Jurado y Asociados
46a9cfb1-d9a2-4c8f-8670-b6f5aec4efd0,"Márquez, Rivera y Velasco"
5cb0c7af-08c4-4ef4-bb4d-5187cbd88cd3,"Gálvez, Sevilla y Cornejo"
0a1d02b7-25fd-4576-bd44-5c19e8a348bc,Ojeda-Hurtado S.A.
6fbaca58-1667-4dc5-8c7d-509390d1016c,Proyectos Jaimes-Arroyo
28fff0a2-e6fc-430a-b452-f408973118f6,Velasco S.A.
d7368712-b5dc-4d6c-9088-21849d57d7c7,"Aguilera, Gollum y Nieves"
101baea2-132b-4d9d-b492-d67091572c0b,"Proyectos Loera, Fierro y Vera"
6d004404-679f-41db-b4d8-ef838c0d1936,"Grupo Barrera, Pantoja y Bravo"
eb3cdaee-8b59-4d63-86ed-285ad5e60e91,"Despacho Archuleta, Colunga y Mares"
3c915312-e036-43fc-bcca-ff12f366ac3a,"Proyectos Tamayo, Carrión y Maldonado"
099cefa1-6ffa-409f-a77d-ae6da8a281ae,Rodríquez S. R.L. de C.V.
314dd8af-6c33-4b54-a136-5790c256685f,Valadez y Calderón e Hijos
d6f66fe9-7337-420a-98c0-79dd1e16d8af,"Lugo, Villarreal y Salgado"
0ac3f7c1-7792-4f5f-a7bc-e889d0c5108a,"Robledo, Murillo y Olmos"
03971565-2723-482e-9ed5-3b9d21b12f96,Despacho Valle-Merino
c5dd0374-60f8-4d64-8442-dec0b502d763,"Laboratorios Ornelas, Rosado y Armenta"
7b8b410d-2b5c-4ea6-9adf-65785baba12d,Industrias Arreola-Murillo
ff2c7b5c-80de-4934-89fb-302db477220c,"Razo, Soto y Alonso"
71282434-0749-4e2b-8445-09da2c4a1dbb,Corporacin Saiz y Rodrígez
f6fffc7b-cf0a-47fc-a131-9a8c4e352684,Ocampo-Ávila A.C.
bbcedfff-84bf-4f80-b7a7-9befbe9262c5,"Grupo Verdugo, Lucero y Lebrón"
eba6c438-c817-43cb-a722-c7120a2930ef,"Grupo Lira, Tafoya y Rodríguez"
0e52bef5-f8da-41b2-9bb4-d4b5c8a2ab0a,Grupo Morales y Cisneros
a350a5f7-972a-4f5f-9449-f65cd101489f,Noriega y Pelayo S. R.L. de C.V.
dfc233ec-b441-43e2-86c1-df1fbf96cc01,"Matías, Linares y Pabón"
aee6589b-2fa8-4850-b2db-e91dac51e96d,Grupo Cabrera y Montemayor
7f4be4fd-98bc-4c2e-adc7-3aa08b5adb7c,Peralta-Gaona S.A. de C.V.
a17e8a66-0fca-41ac-9c85-a55a340baaab,Ulloa S. R.L. de C.V.
2a2d50a9-60fc-4c1c-9879-c3f141d48a5b,Caballero S.C.
ef6e64c8-9a17-4992-8340-607c9500a6e2,de la Crúz y Vanegas S.A. de C.V.
b592961e-32dc-47e7-8309-708aea1abeeb,Laboratorios Barajas-Muñoz
62c2f391-4c20-48c5-8b2e-9f7973af5047,"Despacho Casanova, Crespo y Blanco"
cddc4045-85d7-4c24-8080-3ded38b6cf0b,Galván S. R.L. de C.V.
9ccb8287-32ec-4cf9-aa9b-5eaa0548f880,"Esquivel, Sandoval y Garica"
2717cfac-ad6a-4129-9bc7-2dc57f8bec80,"Carrasco, Camarillo y Llamas"
a63cf9c6-cef5-4dad-adb3-4e68fd3aebfa,Colunga-Sarabia e Hijos
dd42ee3a-883e-445d-9e3d-ff2e2f69381a,Industrias Véliz-Páez
d938cd58-7dac-4cfa-abf4-10c60a522c4f,"Partida, Maldonado y Bahena"
da874cfb-5d9a-493e-aa75-70a4ebef9c22,Club de la Rosa y Mondragón
58030b82-6363-49a8-b71c-589f1b623b43,Corporacin Arriaga y Lozano
3896d00f-b11a-4943-a941-4944499468b7,Sisneros-Pulido A.C.
5424c487-324b-4440-84c0-4d8f80d33b8c,Club Venegas-Arce
ea72b3d9-ce02-436e-91f9-4ae73d1460ae,Enríquez-Pineda
dd7dee47-e687-4e63-8a05-f83c35de4e60,Reyes y Arevalo e Hijos
f5f8ca05-b358-41e7-9211-ce38ec5111cd,Grupo Reyes-de la O
945366d1-506c-4132-8de3-57b60cbc542d,Laboratorios Rubio-Laboy
60553603-1c19-4008-bf26-9a69bf130962,Gastélum-Dueñas
b0c58b6d-0cca-4c3a-8774-f5c6c414b3db,Laboratorios García y Tirado
c37eef6d-333d-48ec-a0aa-e90d96034dda,del Río y Asociados
71b1f0bd-dbf7-49ef-a06d-aa88bddea0ae,Sierra y Asociados
d70a5643-5693-4d6f-9994-a8cfa2ca763e,Hernandes S.A.
73dec9f2-a908-4e6d-90c6-166a7c26dc18,"Lerma, Matos y Muñiz"
d4060abc-47b3-4af8-8b1d-df196d9b0ce0,"Proyectos Granado, Llamas y Espinal"
02af8d32-101f-4901-8182-45a48498c6c0,Aparicio-Molina e Hijos
d8487fa9-cf1f-49d5-8e9b-568a198aa6da,"Gallardo, Salgado y Narváez"
e4a22f24-e500-4d33-b997-3714a300cf5b,Pelayo-Urías
9bacca67-928e-4518-881d-da45e62cb46f,Vela y Serrano S.A. de C.V.
ef3b4aad-3d02-42ff-8b28-a0cb2f2fb6c0,"Partida, Saiz y Palomo"
b8c6720b-1dd2-4d66-b515-008ca9bc3d0b,Grupo Guzmán y Bétancourt
355c07f5-b98b-4bbb-a6e1-66921f9991a7,Quesada-Burgos S.A. de C.V.
e9cd7205-b21d-4619-80e8-894eef0f0fa1,Rangel-Arroyo
ec904b70-cf09-44a4-9d6b-75cd825e3d16,"Industrias Montes, Zepeda y Solorzano"
03a2665a-a3a8-4873-863e-e22064331fc1,Casares y Ayala S.A.
c23754bc-28d2-4a03-a0ac-05085e82b1f8,"Mejía, Ledesma y Santacruz"
364e4ed0-ca06-4709-a6d6-15a80de42243,Grupo Almaraz y Cervántez
2fadda2f-2cef-4792-b697-cb7ea2cacad8,"Arteaga, Amaya y Rangel"
8bf25a06-4258-418b-adfa-f16c147c7490,Caldera S. R.L. de C.V.
39c3f37e-1474-4db2-8025-c3ad18877b8a,Gallegos-Carrión S.C.
d71dd2f5-39fa-4e4d-b632-50e7d6402ff6,"Corporacin Torres, Longoria y Alvarado"
7e1a6ff4-082c-4bb5-9419-03762742a845,"Centeno, Vega y Rico"
d2786b84-d323-4bf5-9611-fc9f0a396102,Madrigal-Cisneros y Asociados
199eec97-6c73-4f65-8ff1-89a4e7073b56,Laboratorios Toledo-Correa
d38a13bb-7c2a-440a-be8e-3ea34f7b6a1a,"Terrazas, Saavedra y Aponte"
669ec2cb-9971-4e3b-8ac3-16a08750f214,Abreu y Toledo y Asociados
53f6dfef-760c-4a53-9355-a9606d2ad876,Alcala-Viera
790595f4-d375-4896-a993-86d42946b5e4,Raya-Hidalgo
e4d03d07-3104-4d51-b6b1-0eb0afe409fb,Reyes-Puente S. R.L. de C.V.
8a8ee27c-1383-46d7-b65b-ddc9c3a6ff0b,"Grupo Farías, Tello y Maya"
0d149233-b2b7-435b-aba6-38d4710d1129,"Despacho Lozano, Cordero y Carbajal"
1756e516-a021-43c1-a3b7-ff6925108ddd,"Industrias Villegas, Tijerina y Soria"
712315d9-854c-4cff-85b2-4dbfcc609a3f,Laboratorios Puente-Olivas
a136d9eb-1b48-4d05-8570-73d9d9d9e5e5,Matías S.C.
1b19990d-e2a8-4ef9-9e3e-cc8408bc7b20,"Blanco, Arenas y Carmona"
c87f27bb-24f8-4adb-b4eb-00746571ca5f,Laboratorios Ornelas y Mendoza
660b32fe-a35f-4808-8cbc-63afff2e84f9,Cortés-Juárez
1f9d0c34-4b81-4a26-90da-7613417dac05,Núñez S.A.
f2bf524f-1b93-441c-a6fb-aa22c7673869,Rivero S.A. de C.V.
13fa7247-030a-405d-ac19-c68b599da193,Durán-Fierro S. R.L. de C.V.
25c4b2a3-fda5-4104-83d7-414731015431,Macías y Asociados
4866cd10-e789-4bbb-b4cf-5209cde4a221,Laboratorios Gollum-Cantú
8d4c1819-b9ee-418b-aaee-481e4a8c6028,Despacho Velasco-Campos
935272dd-1105-4672-99d2-1f5c7981b3bc,del Valle A.C.
47759cb4-28c8-4083-88cc-08d90457ca7a,Vera-Menéndez S.C.
5bed6f14-e419-42b5-bdf2-4e7f4b965025,Delgadillo S.C.
3bb7a462-0179-4cb1-840c-c1856c761b30,Grupo Garza-Segovia
271f0f00-0007-42fb-8edc-126552333ec1,Casas-Irizarry
e3174295-d404-408e-b503-91833bf30139,"Laboratorios Urbina, Espinal y Pichardo"
fb6dc89d-e763-4a95-9e4e-a72d3747e2f1,"Escobar, Hernández y Bustos"
0c0489cb-7bea-464b-9f2e-c01791ddd412,Cadena-Palomo
821e6487-acd4-4988-b776-09eb4a64f91d,Anguiano-Prieto S. R.L. de C.V.
079e9627-38cc-4ba7-9884-c3b8feaa0c87,Proyectos Esquivel y Esquivel
c5f87d71-282e-4187-96e5-bd82771c4ace,Burgos y Frías e Hijos
18ed6164-b416-4cd4-9a0d-33be5882dce0,Enríquez S.A.
fe5db8e0-a773-4c8f-8046-a11f543caaa2,Vera y Villareal S.A.
f8cb3a36-6d0c-4d44-902d-0c7d0e478a7b,"Corporacin Gaitán, Ceja y Ybarra"
47e6bd43-6d66-42ff-a340-b20cb683ce16,"Arriaga, Ayala y Soria"
566d4e14-eb9b-4a34-9ba3-c75593949fe2,Murillo y Badillo A.C.
3340a2d5-86f0-42c5-a850-64eecbe8219f,Madrigal-Llamas
c7c6a0d2-1369-4e0d-a96b-edeec1a93927,"Zamudio, Bonilla y Saiz"
955a74f6-ecec-49a1-b503-8262cad0d742,Gallardo y Fierro S. R.L. de C.V.
2aaf8856-7180-4fcf-9311-071ac89e575e,Gómez y Espinal A.C.
05183a2f-35ac-43d4-bb2a-0579d9369e1d,Barrientos y Cardenas S.A. de C.V.
381270d0-c56d-42fb-a32a-f3db954d6a9f,Peres y Quintana S.A. de C.V.
a456190d-cbb6-4750-94d4-c21234736ed3,Grupo Arriaga y Guzmán
c362a017-1542-4daf-97c4-827c7e3a2cbf,Despacho Ceja-Luevano
0a7c1128-b5f3-42af-90db-1befb54d10e8,Club Armendáriz y Barreto
6fb3fe29-2916-45b5-9987-6c66523d85e0,Ortiz e Hijos
095441d4-6e47-4a5b-9aa6-33e242107ea9,Marrero-Esparza S.C.
c3c80dab-2e42-4b32-a6dd-eac63c680a82,Grupo Ozuna y Velasco
22f25570-55a3-4b68-b98a-56e88ff09d1c,Rivero-Jaime S.C.
8f484fbc-36b7-48c8-81b3-3176393d1b91,Regalado-Granado y Asociados
0d346670-38a9-42ba-9192-2497bbf00b44,Pedraza-Gallegos
f337c931-7370-4711-b021-b5461883c404,Santacruz y Sierra S.A. de C.V.
68560f45-6ad2-4929-bf31-dbfbbb0d120c,Club Rentería y Aragón
933eddc7-b15b-4c3c-accd-7be5c337344e,Quintanilla S.C.
b9eed79b-074f-4a06-898f-2fc38718dc50,Ceballos-Montañez
5765a694-2fa6-46a1-8de6-9aeae9c7a58a,Proyectos Mata y Menchaca
18ea2dfe-a1b3-47b4-8f68-525d80805117,Sauceda-Meza
61d0b9a6-6b80-461e-bfbf-c0dcef2a8e6f,Reyes y Carrión e Hijos
d5698edd-7ef3-4be3-a05a-fd66e36116c4,Despacho Báez-Armenta
84f02782-1e7a-4db8-bb77-3cf413033217,Industrias Cuellar-Vásquez
d96457ad-2ab3-49d3-aa8b-9f6cb8b217d0,Laboratorios Huerta y Acevedo
81907e6b-eb63-47ed-a60c-2dde5ed3ba42,Despacho Carrasco-Batista
f1a02d9a-71bc-4208-83ba-61597d789dcf,Grupo Leal-Lira
e26e4ffd-346e-463d-8de4-436dfcd6b7a7,Industrias Rocha y Jaramillo
d95ca815-c1dc-41de-9917-0767243fa699,"Corporacin Zúñiga, Linares y Salcedo"
b64888d4-fb06-4413-8c05-4ec8b2afa470,"Arredondo, Nieves y Nájera"
06c4ee04-85ea-4aa9-91f0-aae0bc809c92,Laboratorios Ponce-Gaitán
f58e9489-4bf4-4516-818c-1b81a8cc9364,Anaya-Vélez
e60e8d51-4d08-4992-98c0-435446bd752d,Zarate S.A.
b6307d67-3be4-4c63-8c8c-0d1f0b7d9ad5,Grupo Benavides-Acevedo
9e639da5-5286-4a0a-b242-103018f6e45f,Rosado S.A. de C.V.
fbf1ac35-0be0-4e5a-bbd6-7c3d89ca325d,Olmos y Flórez S.A.
8cc0df10-a18b-43d4-bdb2-bfd32f5ed8a2,"Despacho Chavarría, Armenta y Alva"
c1a22221-b8f7-43f8-ae00-ac69ec5ed14e,Fajardo S.A.
2e8d878a-aa60-4a82-8ec4-685b0a2c1b1e,"Club de la Rosa, Archuleta y Merino"
a0516fe1-a37d-48c9-868f-7e0a0c392ba4,Sauceda-Orta y Asociados
814d83b2-c78a-41aa-a889-7bcdf2921c1a,Corporacin Nevárez-Pedroza
acf9d697-e1c0-4e30-8dd8-7a38e86121ed,"Club Peres, Cisneros y Cotto"
f08681f3-abaf-4ec4-afcf-7eea27dfbcfc,Acevedo y Peralta S. R.L. de C.V.
0fa55822-cbe3-4d45-bad1-def304f3f07e,Alonzo-Rocha y Asociados
50842d6f-cced-432e-b863-c2d283267b4b,"Cano, Jaime y Lerma"
1f752fd9-fc9c-45b9-926f-8a3849ab4a4b,Proyectos Garibay y Méndez
bf1b8f5a-064a-436c-b7fb-ac67b185599a,Valenzuela y Laureano S. R.L. de C.V.
b7b516ff-99b6-46b1-851c-4818d21ef33d,Industrias Arias y León
1b97e5d9-fda5-4c93-9cdb-19d85a572835,Puga-Santacruz S.A.
b1e931a2-54e3-480d-b381-2981389d38d8,Manzanares A.C.
62ae3c02-afc9-4bff-ae17-f0c49b2c1776,Matos-Vera
720fe9d4-6277-4838-a1d6-f237f2eb3658,"Laboratorios Quiñónez, Rodarte y Suárez"
f482f11a-a9c2-4544-b8ac-30dac81176e6,"Proyectos Urías, Olvera y Miranda"
73aff904-2fcf-4169-b9d0-4f49e6c3cda7,Montero S. R.L. de C.V.
b36068fe-fc8c-4cc9-8e7e-5986d7674e20,"Club Valentín, Nava y Zelaya"
7949cbd7-4e91-4255-95d5-6ab698915437,Santana y Asociados
062fb08d-c2f0-4bc3-a7c4-705e6ecb87f6,Proyectos Montañez-Galván
2deccbe8-a50f-4f81-99a5-27adc5709f90,Ceballos y Aparicio S.A. de C.V.
e9b40641-411e-42b8-83ff-690e252d9b82,Alvarez-Preciado
c0102e36-6032-4bcf-8d91-6b3fb2d951e6,"Hernández, Robledo y Narváez"
256462d1-5c47-43fd-a789-afef65dd36e8,Rael-Heredia
04b26783-9add-4be9-b597-c5a76dd08e89,"Industrias Carranza, Robledo y Oquendo"
6a9aa8c0-d7f7-46df-b214-540310a456a6,"Rosario, Colón y Alarcón"
cb31b07d-359d-4a42-a25c-1e98f1413f71,Casárez y Ozuna S.C.
53a9d2e4-fb85-46a3-8d14-fab03155a0ac,Jaimes-Velasco
b42c034c-1d8e-4d80-8825-604d5f28fd62,de Anda-Gracia y Asociados
40d0210a-8d75-4fb2-b496-cad966630c00,Arellano S.C.
af729060-0aa2-438c-ba2e-63b4340fa064,Laboratorios Becerra y Laboy
4ba90039-46fa-4c9f-abc7-9b098ef12f22,Murillo y Segura e Hijos
e5253d61-1b49-48b0-88ff-ea5d6172cd6e,Serrano-Duarte
489c488d-9457-42bf-a56b-0c7d63943e04,"Laboy, Jimínez y Aguirre"
cff9ecad-59e1-4532-b672-1bb34c5f6d37,Alcántar-Morales
c2223178-da90-4d6d-b220-393679da69a3,Lerma A.C.
6318de62-0bd9-4e26-a87f-13829a323f99,"Almanza, Carrero y Leal"
a2075aba-4f21-4dae-94b2-48c07f43004f,Laboratorios Bonilla y Partida
21eeaa11-165d-4011-a6c1-47446977638a,Mota-Madrid
98ebe4df-7d04-401a-9aa8-3801b785621c,Zelaya y Véliz y Asociados
3eb9864b-0f5b-400c-96d1-3f8b5fa95b7c,Chavarría-Barreto S.C.
b8174f3f-939f-47e8-9dd2-271303edaea7,Despacho Quesada y Prieto
35735c01-8398-4f53-9561-4aabf3f2e748,Aragón S.C.
d45caa14-aa24-4de7-8927-859266b46e3e,Industrias Vásquez-Rodrígez
1821e215-67dc-4940-a809-21af6c9fa9fe,Loya y Collado S.A. de C.V.
d4dcfa2f-4031-4b6b-9e17-8e558353c3fc,Heredia-Durán y Asociados
83901003-641c-4bc3-8c84-a3f3d59b7ffe,Corrales y Valadez y Asociados
6d004dd9-87d0-4438-9f86-544306d7af4b,Proyectos Portillo y Luevano
c2c53f24-f6dd-46f0-91c8-1b1a7247a2d8,Despacho Ramos y Salinas
4ca9e1f6-a389-4896-85bb-6e12df8abe3d,González-Reséndez y Asociados
ac75f798-146d-41de-ae0e-fde178d26d2a,"Club Gálvez, Mondragón y Berríos"
10f93f13-b8cb-4010-a859-635552407a34,"Club Alonso, Velázquez y Carrera"
79a1ef30-258f-40d4-876c-b355132763c9,Carreón y Soto S.C.
73eaebcc-7b5f-4a2b-9a12-8efec7e9f382,Soria S.C.
221400b8-6a02-435c-b3d2-0b8da898c283,"Corrales, Verdugo y Núñez"
d63afc4d-c45c-4f6d-97f8-c7b788b2ea32,Alvarez y Quintanilla A.C.
63c369ad-8862-429d-bead-ab419ac1035c,Tafoya-Armenta
0f601f57-4e87-4a9c-9a12-6ea982e74f9b,"Samaniego, Gálvez y Romero"
b7c145c1-17e6-4d14-b098-09b4b2049915,Despacho Saucedo-Gómez
efbb42aa-f4e7-4780-8a6d-b8d1d32badab,Leyva S.A. de C.V.
8411b341-395c-41da-80dc-a1d443e01a66,Roque y Gurule A.C.
9e43499f-9a9f-4e42-8a70-f32988358dd0,Industrias Roldán y Palacios
ffc8bf5d-513a-4b48-8ed7-9b698128251b,Pelayo-Velásquez
6734d8b5-c429-4c15-a5f0-9294a80adadc,Proyectos González y Orta
a3f5f9de-e048-4ed4-807f-5d5483e195b6,Cantú A.C.
7f4184d0-e84e-4d91-89e8-3bde73c22626,Cazares-Peralta
22101450-0ae3-47d4-a2c4-03801e0aea72,Sanabria y Bernal A.C.
ab4c0778-877a-4956-88c0-b72d68472871,Laboratorios Nájera-Vázquez
41a31d47-d196-40f5-96bc-a89260838190,Club Ponce y Palacios
7a883529-e9f5-47f8-add0-48b9c43bab14,Quesada y Luna A.C.
2e6e35a1-6fd3-42ba-871e-34747a5db5f9,"Laboratorios Ruiz, Núñez y Salcido"
eddd33bb-7e73-47d7-9c60-d5e8d6f8bb20,Concepción-Ramón
5649fc0d-e53d-471a-819a-26003c37399c,Club Espinosa y Palacios
36d789cf-3db4-4295-adfc-aaebe8a74e94,Munguía-Barajas S. R.L. de C.V.
e12546cf-04ef-4a73-a479-5c15d88c9625,González-Aguilera
6223ef9f-0a28-4f49-a33d-734b7a0d46a8,Proyectos Marrero-Hernandes
7c47f334-c6d7-4792-9516-8c952a23dc14,"Ulibarri, Mascareñas y Montemayor"
ae001e08-e7b9-4ec3-8e71-2d652266d526,"Grupo Bonilla, Almanza y Serna"
5e679278-5a19-4b88-bb63-e3d339902f8f,"Laboratorios Espinoza, Olmos y Meléndez"
5ac4d101-1ee8-4dc8-aff2-a09f2c7cd56c,Cruz y Naranjo S.A.
25f36ba7-cdff-4822-b0d1-ba442c8093cb,"Corporacin Arroyo, Pacheco y Soto"
aa8c4462-51b6-4e26-abae-11410ce1612c,Proyectos Mireles y Tejada
a3f32b37-f718-487a-96c0-7d64a8d3c91c,Club Limón-Candelaria
d648957c-5fe5-4eb0-8445-84a6bf5ba799,Grupo García y Garica
30e186e3-e348-479a-8b08-af64532aa243,Abreu y Zúñiga S. R.L. de C.V.
d8964258-cd67-4bea-91b9-4105adf7455c,"Preciado, Mejía y Prado"
b1ad5957-1efd-4399-b727-6110975da0e1,Godoy-Gaitán A.C.
2f81145e-639a-49a7-99b2-ef413be4f6ce,Corporacin Terán-Casas
76ffcd58-f1cf-47d8-897c-c8b977cfbb2e,Laboratorios Amaya y Valverde
c77f00d0-1c8e-494e-b3b5-de18a3bb4bad,Laboratorios Véliz y Balderas
38a31556-c801-457e-a6f3-7c7a2509529b,Corporacin Orellana-Peralta
558f9f4b-45af-4d54-be19-9be770c81865,Puga y Paredes S. R.L. de C.V.
a768ed9f-300a-421f-9587-420bc17b4792,Proyectos Ceja y Galindo
8b6ee863-b939-4633-84b0-1ac2a6cd99fe,Palomo y Rascón S. R.L. de C.V.
f6271d1b-9665-41b3-9ddc-a3e5d1d3609c,Nájera y Mateo e Hijos
c1044818-ab7f-4f27-b1a7-5f390ea71959,Guerra y Quiñones e Hijos
8299241f-a0e5-4699-ba30-b4b2cc995148,Club Gil y Villa
bc857354-c09e-476b-9241-4b403e25b4d8,Urías y Alva y Asociados
acf32820-9dee-4f21-82e6-197629344e68,Grupo Bravo y Guajardo
af9bc884-ba3f-48ce-b444-68c15a64a7f1,Tórrez-Almaraz S.C.
32a94c98-b782-4c06-82b0-f9f6bf7031e8,Corporacin Estrada y Carmona
cd1f714e-15ac-421f-9503-632f17991e35,"Balderas, Téllez y Miramontes"
b847e628-eb16-4486-91a7-fe21fab4d1cf,"Casillas, Granado y Ballesteros"
dd480415-a443-4ce1-abe4-9502541d1bf7,Industrias Duarte-Arevalo
d4b261c3-91c0-4f75-9c72-345d28e8d8e9,"Laboratorios Acevedo, Quiñónez y Madera"
b424e710-338b-4597-93f9-f8acd02a6cd7,Industrias Chacón-Guillen
66c0144e-3e9e-4924-9046-7b78ecf4b6ab,Burgos-Alonso S. R.L. de C.V.
ef8ad193-eeb7-4f4e-ae8c-72ea4f263dd0,Beltrán y Meza S.A.
91f153f7-e7f2-4e33-84e0-bb15d4682c7f,Laboratorios Henríquez y Rendón
df3557ae-8c63-4c9a-b846-13576ad31a33,"Zamora, Alcala y Bustos"
b61c2236-e377-43b8-a37c-896d6dec757a,"Grupo Ureña, Garibay y Nazario"
031fa460-2fbe-4d2e-9174-37f54a37d8b3,Grupo Guardado y Hernandes
fa642298-a5b0-4645-a7b6-a3a0448be956,Club de la Crúz-Zaragoza
d9c539a2-5a91-43a1-8917-e16ed83d1d64,Industrias Zaragoza y Mena
f1f1cd84-a3fa-45db-979e-4626fd624943,Barajas e Hijos
